student_ID,course_ID,subject,semester,section,pre_int,pre_uv,pre_percomp,pre_tv,post_int,post_uv,post_tv,post_percomp,enrollment_reason,enrollment_status,final_grade,time_spent,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,n
43146,FrScA-S216-02,FrScA,S216,02,4.2,3.6666666666666665,4,3.857142857142857,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,93.4537246,1555.1667,88.3157894736842,55.70315789473684,49.52078947368421,44.13078947368421,56.62394736842105,17.413947368421052,20.89315789473684,86.27894736842106,55.15447368421053,13.988684210526316,7.01,3.646578947368421,0.06578947368421052,1.7442105263157894,0.5434210526315789,1.0102631578947368,6.936315789473684,7.828947368421052,12.301578947368421,11.298421052631578,6.243421052631579,5.565526315789474,1.2060526315789473,18.113684210526316,5.106842105263158,2.421315789473684,1.2857894736842106,0.9131578947368421,2.046842105263158,4.756052631578948,3.5555263157894736,1.1363157894736842,0.08,0.41868421052631577,0.18078947368421053,6.200526315789474,0.0060526315789473685,0,0.16657894736842105,0.5121052631578947,15.069736842105263,5.897631578947369,1.8894736842105262,1.7347368421052631,2.438421052631579,1.7871052631578948,2.888684210526316,2.568421052631579,1.611578947368421,0.22210526315789475,0.6881578947368421,1.6526315789473685,0.6368421052631579,0.8818421052631579,0,0.02605263157894737,4.666052631578947,0.6794736842105263,1.355263157894737,1.6707894736842106,1.2160526315789473,0.1405263157894737,5.038684210526315,9.683947368421052,0.8476315789473684,9.541052631578948,1.1139473684210526,5.579736842105263,3.0478947368421054,3.6536842105263156,0.5723684210526315,0.4455263157894737,0.34157894736842104,0.031578947368421054,0.16526315789473683,0.5626315789473684,0,0.09394736842105263,0.28078947368421053,0.18789473684210525,0,10.250263157894738,6.045,2.507631578947368,0.025526315789473685,0.06973684210526315,0.1655263157894737,0.45342105263157895,0.31973684210526315,0,0.27710526315789474,0.12447368421052632,0.26289473684210524,38
44638,OcnA-S116-01,OcnA,S116,01,4,3,3,3.5714285714285716,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,81.70184255,1382.7001,34.666666666666664,56.04,53.583333333333336,70.25333333333333,96.38,9.833333333333334,22.203333333333333,86.31,44.63,14.206666666666667,11.469999999999999,7.993333333333333,0,3.473333333333333,0,0,2.743333333333333,2.223333333333333,11.85,9.246666666666666,6.66,6.66,0,11.023333333333333,5.4799999999999995,4.1466666666666665,0.44333333333333336,3.473333333333333,2.743333333333333,19.01,19.01,0,0,0,0,6.14,0,0,0,0,7.1066666666666665,0.89,0,0,4.883333333333333,0.89,0.44333333333333336,1.7766666666666666,0.44333333333333336,1.3333333333333333,0,0.44333333333333336,0,0,0.44333333333333336,0,11.986666666666666,0.89,0.44333333333333336,0.89,9.763333333333334,0,4.883333333333333,9.17,1.8533333333333333,15.77,0.44333333333333336,6.8133333333333335,9.4,7.55,3.63,1.8533333333333333,3.03,0.89,0,1.8533333333333333,0,0,0,1.8533333333333333,0,21.756666666666668,3.63,4.076666666666666,0,0.89,0,8.356666666666666,0.44333333333333336,0,3.473333333333333,0,0.89,3
47448,FrScA-S216-01,FrScA,S216,01,4.2,3,3,3.7142857142857144,NA,NA,NA,NA,Other,Approved/Enrolled,88.48758465,860.4335,69.34146341463415,58.9809756097561,40.110243902439024,41.22365853658537,49.41609756097561,17.922439024390243,20.80780487804878,80.72219512195122,49.402926829268296,12.027560975609756,6.882926829268293,4.689268292682927,0.033170731707317075,1.148780487804878,0.16951219512195123,0.8434146341463414,5.1451219512195125,6.76780487804878,12.132926829268293,10.226341463414634,5.824878048780488,5.370243902439024,1.6809756097560975,16.343658536585366,5.614390243902439,3.9021951219512196,1.786829268292683,2.3065853658536586,3.245365853658537,4.3307317073170735,2.90609756097561,1.418780487804878,0.2753658536585366,0.14097560975609758,0.09097560975609756,5.0529268292682925,0.0848780487804878,0.012682926829268294,0.1521951219512195,0.11121951219512195,15.165853658536586,4.5858536585365854,2.9353658536585368,1.8134146341463415,2.7063414634146343,1.4902439024390244,3.38,2.5636585365853657,1.04,0.40048780487804875,0.9853658536585366,2.5141463414634146,1.3017073170731708,0.6963414634146341,0,0.32414634146341464,2.477560975609756,0.35121951219512193,0.6048780487804878,1.0431707317073171,0.5217073170731708,0.1902439024390244,5.254634146341464,8.960975609756098,0.5319512195121952,8.339512195121952,0.6958536585365854,4.680975609756097,2.9041463414634148,3.192439024390244,1.0295121951219512,0.34097560975609753,0.4348780487804878,0.005609756097560976,0.07585365853658536,0.45390243902439026,0.03097560975609756,0.13170731707317074,0.21682926829268293,0.07463414634146341,0,15.35,7.261463414634147,2.2160975609756095,0.17317073170731706,0.511219512195122,0.4502439024390244,0.6004878048780488,1.306829268292683,0.010975609756097562,1.5453658536585366,0.41219512195121955,0.8621951219512195,41
47979,OcnA-S216-01,OcnA,S216,01,4,3.6666666666666665,2.5,3.857142857142857,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,81.85259631,1598.6166,61.2,69.957,53.088,49.038000000000004,78.369,18.824,21.802,86.497,53.127,12.219,7.662,3.449,0.302,2.049,0,1.863,4.335,9.119,13.626,8.89,5.314,6.203,1.13,16.311,5.213,2.699,1.103,0.257,3.214,6.743,5.591,1.152,0.788,0.10800000000000001,0,6.133,0,0,0,0,14.508000000000001,3.03,1.638,1.922,4.435,1.901,3.076,1.598,1.127,0.309,0.162,1.876,0.313,0.26,0,1.379,9.911999999999999,0.487,2.686,3.248,3.3890000000000002,0.925,1.768,12.011,1.647,13.83,1.6880000000000002,7.484,4.657,4.489,0.872,0,1.376,0,0,1.098,0,0,1.098,0,0,12.041,5.752,3.477,0,0.174,0,0.185,0.303,0,1.592,0.149,0.412,10
48797,PhysA-S116-01,PhysA,S116,01,3.8,3.6666666666666665,3.5,3.7142857142857144,NA,NA,NA,NA,Learning Preference of the Student,Approved/Enrolled,84,1481.8,47.1,55.82,54.085,42.25,55.384,15.66,15.306000000000001,90.487,57.509,14.619,6.779,3.142,0.491,2.623,0.426,0.098,7.841,9.83,12.818999999999999,9.494,6.492,7.244,0.748,17.117,4.618,3.944,1.715,0.213,2.551,5.075,3.794,1.282,0.545,0.10600000000000001,0.43499999999999994,7.534,0,0,0.426,0,16.692,4.62,3.762,1.93,5.155,2.358,2.706,1.5859999999999999,0,0,0.729,3.123,0,1.823,0,1.3,4.396,0.747,0.506,1.568,1.377,0.196,3.106,11.123,0.665,10.411999999999999,0.763,7.572,2.077,3.436,0.875,0,0,0,0,0.10600000000000001,0.10600000000000001,0,0,0,0,9.955,4.296,2.1,0.213,0,2.375,0.792,0,0,0.182,0,0,10
51943,FrScA-S216-03,FrScA,S216,03,3.8,3.6666666666666665,3.5,3.7142857142857144,NA,NA,NA,NA,Learning Preference of the Student,Withdrawn,NA,3.4501,84,54.5,39.96,34.125,91.33,16.799999999999997,24.97,82.98,55.375,14.015,9.524999999999999,7.005,0,0,0,2.52,4.49,5.664999999999999,14.190000000000001,11.355,5.345,6.4350000000000005,0.66,17.905,3.805,1.085,2.4,0,1.085,4.92,4.92,0,0,0,0,6.895,0,0.66,0,0.545,11.985,3.375,1.745,2.835,3.06,2.175,1.8599999999999999,2.52,1.315,0.66,0,0.66,0,0,0,0,5.89,1.315,1.205,2.715,0.66,0,2.945,12.245,1.085,8.295,1.63,6.66,0.545,4.6899999999999995,1.315,0,0,0,0,0,0,0,0,0,0,11.125,6.005,3.26,0,0,0,0,0,0,1.8599999999999999,0,0,2
52326,AnPhA-S216-01,AnPhA,S216,01,3.6,4,3,4,NA,NA,NA,NA,Other,Approved/Enrolled,83.5882656,1321.8164,80.52380952380952,41.77238095238095,55.51761904761905,39.876666666666665,59.40904761904762,13.541428571428572,16.255238095238095,87.33904761904762,55.243809523809524,17.116666666666667,9.34047619047619,5.099523809523809,0.5366666666666666,3.2738095238095237,0,0.42904761904761907,7.777142857142857,7.006666666666667,10.728095238095237,9.706666666666667,6.8566666666666665,7.577619047619048,0.6838095238095238,16.340476190476192,4.79,2.241904761904762,1.729047619047619,1.5076190476190476,1.9185714285714286,6.248571428571428,5.6866666666666665,0.5619047619047619,0.2119047619047619,0.15047619047619049,0,7.368095238095238,0.010952380952380953,0.024285714285714285,0,0.024285714285714285,14.928571428571429,3.6723809523809523,2.6395238095238094,2.908095238095238,2.8852380952380954,0.9671428571428571,3.4204761904761902,3.3442857142857143,1.0914285714285714,0.37238095238095237,1.0485714285714285,4.104285714285714,2.2223809523809526,2.091904761904762,0,0.42523809523809525,6.942857142857143,2.0176190476190476,1.1547619047619047,1.4676190476190476,2.5223809523809524,0.3119047619047619,2.4180952380952383,11.882857142857143,0.2895238095238095,8.967142857142857,1.2680952380952382,5.6623809523809525,1.6785714285714286,1.9157142857142857,1.7676190476190476,0.010952380952380953,0.22571428571428573,0,0.26095238095238094,0.6476190476190476,0,0.06523809523809525,0.5252380952380953,0,0.05714285714285714,15.607619047619048,4.548095238095238,1.9514285714285713,0.13857142857142857,0.46428571428571425,0.8638095238095238,4.972857142857142,0.799047619047619,0,0.7,0.39904761904761904,0.7723809523809524,21
52446,PhysA-S116-01,PhysA,S116,01,4.2,3.6666666666666665,3,4,3.5,3.6666666666666665,3.5714285714285716,3.5,Learning Preference of the Student,Approved/Enrolled,97.77777778,1390.2167,59.166666666666664,70.39222222222222,52.46888888888889,35.086666666666666,78.74444444444444,16.747222222222224,20.468888888888888,83.29222222222222,51.71388888888889,11.903888888888888,6.601666666666667,3.8294444444444444,0.23277777777777778,1.8105555555555555,0.6427777777777778,0.08666666666666667,5.301111111111111,7.662222222222222,14.60388888888889,8.723333333333333,7.25,5.168333333333334,0.8972222222222223,17.95888888888889,4.555,3.7688888888888887,2.246111111111111,1.8305555555555555,2.5949999999999998,5.683888888888889,5.143888888888889,0.41944444444444445,0,0.037222222222222226,0.10333333333333333,5.693333333333333,0.05777777777777778,0.043333333333333335,0.30333333333333334,0.39722222222222225,15.12111111111111,3.361666666666667,5.224444444444444,1.2405555555555556,2.0344444444444445,2.0294444444444446,2.1355555555555554,3.611111111111111,2.3388888888888886,0.6611111111111111,0.3688888888888889,1.6894444444444445,0.12,0.8416666666666667,0,0.4777777777777778,4.833888888888889,0.9872222222222222,0.9983333333333333,2.3866666666666667,0.5483333333333333,0.16333333333333333,2.881666666666667,11.327222222222222,0.16944444444444445,10.037222222222223,2.1861111111111113,4.6883333333333335,2.9416666666666664,2.495,1.3372222222222223,0.12055555555555555,0.12611111111111112,0,0.12055555555555555,1.356111111111111,0,0,0.9738888888888889,0.27055555555555555,0.1111111111111111,13.481111111111112,6.466666666666667,3.5522222222222224,0.195,0.11944444444444444,0.7244444444444444,1.1383333333333334,0.037222222222222226,0,0.5338888888888889,0.475,0.24,18
53447,FrScA-S116-01,FrScA,S116,01,3.8,2,3,3,3.75,2,3,3,Course Unavailable at Local School,Approved/Enrolled,96.11872146,1479.4166,84.38709677419355,47.20741935483871,40.98,35.81967741935484,67.80677419354839,19.774516129032257,20.39516129032258,86.78258064516129,54.00741935483871,16.59516129032258,7.658709677419355,4.493225806451613,0.13161290322580646,1.3519354838709678,0.2235483870967742,1.456451612903226,8.936774193548388,7.609032258064516,9.570322580645161,11.051935483870968,6.321290322580645,5.356774193548387,1.2748387096774194,17.58741935483871,4.166129032258064,2.7564516129032257,1.2409677419354839,0.9019354838709677,2.3532258064516127,7.350967741935484,6.23258064516129,1.1087096774193548,0.009354838709677418,0.17,0.018709677419354837,4.918064516129032,0.06193548387096774,0,0.11612903225806452,0.22,18.228709677419356,5.7212903225806455,2.0206451612903225,2.0996774193548386,3.2829032258064514,2.134516129032258,4.295483870967742,2.822258064516129,1.6570967741935483,0.6616129032258065,0.45225806451612904,1.0332258064516129,0.2687096774193548,0.7106451612903225,0,0.2038709677419355,4.639677419354839,0.5290322580645161,0.8516129032258064,1.9529032258064516,1.3364516129032258,0.40838709677419355,4.241290322580645,11.956774193548387,0.5096774193548387,6.898064516129032,0.8974193548387097,4.078387096774193,1.5696774193548386,3.8229032258064515,1.1003225806451613,0.32225806451612904,0.732258064516129,0,0.09193548387096774,2.173548387096774,0,0.024516129032258065,1.7125806451612904,0.46096774193548384,0,11.929677419354839,3.2074193548387098,2.811290322580645,0.06,0.10129032258064516,0.22258064516129034,2.817741935483871,0.09193548387096774,0.0967741935483871,2.3906451612903226,0,0.12935483870967743,31
53475,FrScA-S216-01,FrScA,S216,01,4.8,3.3333333333333335,4,4.142857142857143,NA,NA,NA,NA,Course Unavailable at Local School,Approved/Enrolled,81.03837472,1867.4169,49,50.84135135135135,42.42675675675676,50.84081081081081,77.46081081081081,15.378918918918918,20.45189189189189,85.2718918918919,46.3045945945946,12.376486486486487,7.875675675675676,5.281891891891892,0.02702702702702703,1.3291891891891892,0.2751351351351351,0.9632432432432433,4.499189189189189,6.534864864864865,9.348378378378378,9.424864864864865,6.371081081081081,6.8,1.6308108108108108,16.514054054054053,8.037567567567567,2.8116216216216214,1.947027027027027,2.865135135135135,2.1886486486486487,9,8.482432432432432,0.5172972972972973,0.17972972972972973,0.04405405405405405,0.02702702702702703,5.651621621621621,0.14756756756756756,0,0.30864864864864866,0.2481081081081081,15.719189189189189,6.114324324324325,3.042972972972973,0.9581081081081081,2.2705405405405403,0.5651351351351351,4.1302702702702705,3.2562162162162163,2.1435135135135135,0.6029729729729729,0.15081081081081082,1.6064864864864865,0.37351351351351353,0.7864864864864864,0.14783783783783783,0.08243243243243244,7.553783783783784,1.147027027027027,0.6421621621621622,0.8116216216216217,5.022432432432432,0.03783783783783784,6.8175675675675675,8.723783783783784,0.2091891891891892,8.142702702702703,0.6508108108108108,4.966756756756757,2.559189189189189,5.362972972972973,1.162162162162162,0.2045945945945946,0.5781081081081081,0,0.1981081081081081,1.1127027027027028,0,0.014594594594594595,0.48486486486486485,0.6132432432432433,0,17.97081081081081,5.641351351351352,5.462702702702702,0.010810810810810811,0.4845945945945946,0.17756756756756759,3.1524324324324327,0.1581081081081081,0,2.5672972972972974,0.13,0.1837837837837838,37
