School Code,School Name,School Type,Function,Contact Name,Address 1,Address 2,Town,State,Zip,Phone,Fax,Grade,District Name,District Code,PK_Enrollment,K_Enrollment,1_Enrollment,2_Enrollment,3_Enrollment,4_Enrollment,5_Enrollment,6_Enrollment,7_Enrollment,8_Enrollment,9_Enrollment,10_Enrollment,11_Enrollment,12_Enrollment,SP_Enrollment,TOTAL_Enrollment,First Language Not English,% First Language Not English,English Language Learner,% English Language Learner,Students With Disabilities,% Students With Disabilities,High Needs,% High Needs,Economically Disadvantaged,% Economically Disadvantaged,% African American,% Asian,% Hispanic,% White,% Native American,"% Native Hawaiian, Pacific Islander","% Multi-Race, Non-Hispanic",% Males,% Females,Total # of Classes,Average Class Size,Number of Students,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,Average In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Average Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% GED,% Dropped Out,% Permanently Excluded,High School Graduates (#),Attending Coll./Univ. (#),% Attending College,% Private Two-Year,% Private Four-Year,% Public Two-Year,% Public Four-Year,% MA Community College,% MA State University,% UMass,AP_Test Takers,AP_Tests Taken,AP_One Test,AP_Two Tests,AP_Three Tests,AP_Four Tests,AP_Five or More Tests,AP_Score=1,AP_Score=2,AP_Score=3,AP_Score=4,AP_Score=5,% AP_Score 1-2,% AP_Score 3-5,SAT_Tests Taken,Average SAT_Reading,Average SAT_Writing,Average SAT_Math,MCAS_3rdGrade_Math_P+A #,% MCAS_3rdGrade_Math_P+A,MCAS_3rdGrade_Math_A #,% MCAS_3rdGrade_Math_A,MCAS_3rdGrade_Math_P #,% MCAS_3rdGrade_Math_P,MCAS_3rdGrade_Math_NI #,% MCAS_3rdGrade_Math_NI,MCAS_3rdGrade_Math_W/F #,% MCAS_3rdGrade_Math_W/F,MCAS_3rdGrade_Math_Stud. Incl. #,MCAS_3rdGrade_Math_CPI,MCAS_3rdGrade_Math_SGP,MCAS_3rdGrade_Math_Incl. in SGP(#),MCAS_4thGrade_Math_P+A #,% MCAS_4thGrade_Math_P+A,MCAS_4thGrade_Math_A #,% MCAS_4thGrade_Math_A,MCAS_4thGrade_Math_P #,% MCAS_4thGrade_Math_P,MCAS_4thGrade_Math_NI #,% MCAS_4thGrade_Math_NI,MCAS_4thGrade_Math_W/F #,% MCAS_4thGrade_Math_W/F,MCAS_4thGrade_Math_Stud. Incl. #,MCAS_4thGrade_Math_CPI,MCAS_4thGrade_Math_SGP,MCAS_4thGrade_Math_Incl. in SGP(#),MCAS_5thGrade_Math_P+A #,% MCAS_5thGrade_Math_P+A,MCAS_5thGrade_Math_A #,% MCAS_5thGrade_Math_A,MCAS_5thGrade_Math_P #,% MCAS_5thGrade_Math_P,MCAS_5thGrade_Math_NI #,% MCAS_5thGrade_Math_NI,MCAS_5thGrade_Math_W/F #,% MCAS_5thGrade_Math_W/F,MCAS_5thGrade_Math_Stud. Incl. #,MCAS_5thGrade_Math_CPI,MCAS_5thGrade_Math_SGP,MCAS_5thGrade_Math_Incl. in SGP(#),MCAS_6thGrade_Math_P+A #,% MCAS_6thGrade_Math_P+A,MCAS_6thGrade_Math_A #,% MCAS_6thGrade_Math_A,MCAS_6thGrade_Math_P #,% MCAS_6thGrade_Math_P,MCAS_6thGrade_Math_NI #,% MCAS_6thGrade_Math_NI,MCAS_6thGrade_Math_W/F #,% MCAS_6thGrade_Math_W/F,MCAS_6thGrade_Math_Stud. Incl. #,MCAS_6thGrade_Math_CPI,MCAS_6thGrade_Math_SGP,MCAS_6thGrade_Math_Incl. in SGP(#),MCAS_7thGrade_Math_P+A #,% MCAS_7thGrade_Math_P+A,MCAS_7thGrade_Math_A #,% MCAS_7thGrade_Math_A,MCAS_7thGrade_Math_P #,% MCAS_7thGrade_Math_P,MCAS_7thGrade_Math_NI #,% MCAS_7thGrade_Math_NI,MCAS_7thGrade_Math_W/F #,% MCAS_7thGrade_Math_W/F,MCAS_7thGrade_Math_Stud. Incl. #,MCAS_7thGrade_Math_CPI,MCAS_7thGrade_Math_SGP,MCAS_7thGrade_Math_Incl. in SGP(#),MCAS_8thGrade_Math_P+A #,% MCAS_8thGrade_Math_P+A,MCAS_8thGrade_Math_A #,% MCAS_8thGrade_Math_A,MCAS_8thGrade_Math_P #,% MCAS_8thGrade_Math_P,MCAS_8thGrade_Math_NI #,% MCAS_8thGrade_Math_NI,MCAS_8thGrade_Math_W/F #,% MCAS_8thGrade_Math_W/F,MCAS_8thGrade_Math_Stud. Incl. #,MCAS_8thGrade_Math_CPI,MCAS_8thGrade_Math_SGP,MCAS_8thGrade_Math_Incl. in SGP(#),MCAS_10thGrade_Math_P+A #,% MCAS_10thGrade_Math_P+A,MCAS_10thGrade_Math_A #,% MCAS_10thGrade_Math_A,MCAS_10thGrade_Math_P #,% MCAS_10thGrade_Math_P,MCAS_10thGrade_Math_NI #,% MCAS_10thGrade_Math_NI,MCAS_10thGrade_Math_W/F #,% MCAS_10thGrade_Math_W/F,MCAS_10thGrade_Math_Stud. Incl. #,MCAS_10thGrade_Math_CPI,MCAS_10thGrade_Math_SGP,MCAS_10thGrade_Math_Incl. in SGP(#),MCAS_3rdGrade_English_P+A #,% MCAS_3rdGrade_English_P+A,MCAS_3rdGrade_English_A #,% MCAS_3rdGrade_English_A,MCAS_3rdGrade_English_P #,% MCAS_3rdGrade_English_P,MCAS_3rdGrade_English_NI #,% MCAS_3rdGrade_English_NI,MCAS_3rdGrade_English_W/F #,% MCAS_3rdGrade_English_W/F,MCAS_3rdGrade_English_Stud. Incl. #,MCAS_3rdGrade_English_CPI,MCAS_3rdGrade_English_SGP,MCAS_3rdGrade_English_Incl. in SGP(#),MCAS_4thGrade_English_P+A #,% MCAS_4thGrade_English_P+A,MCAS_4thGrade_English_A #,% MCAS_4thGrade_English_A,MCAS_4thGrade_English_P #,% MCAS_4thGrade_English_P,MCAS_4thGrade_English_NI #,% MCAS_4thGrade_English_NI,MCAS_4thGrade_English_W/F #,% MCAS_4thGrade_English_W/F,MCAS_4thGrade_English_Stud. Incl. #,MCAS_4thGrade_English_CPI,MCAS_4thGrade_English_SGP,MCAS_4thGrade_English_Incl. in SGP(#),MCAS_5thGrade_English_P+A #,% MCAS_5thGrade_English_P+A,MCAS_5thGrade_English_A #,% MCAS_5thGrade_English_A,MCAS_5thGrade_English_P #,% MCAS_5thGrade_English_P,MCAS_5thGrade_English_NI #,% MCAS_5thGrade_English_NI,MCAS_5thGrade_English_W/F #,% MCAS_5thGrade_English_W/F,MCAS_5thGrade_English_Stud. Incl. #,MCAS_5thGrade_English_CPI,MCAS_5thGrade_English_SGP,MCAS_5thGrade_English_Incl. in SGP(#),MCAS_6thGrade_English_P+A #,% MCAS_6thGrade_English_P+A,MCAS_6thGrade_English_A #,% MCAS_6thGrade_English_A,MCAS_6thGrade_English_P #,% MCAS_6thGrade_English_P,MCAS_6thGrade_English_NI #,% MCAS_6thGrade_English_NI,MCAS_6thGrade_English_W/F #,% MCAS_6thGrade_English_W/F,MCAS_6thGrade_English_Stud. Incl. #,MCAS_6thGrade_English_CPI,MCAS_6thGrade_English_SGP,MCAS_6thGrade_English_Incl. in SGP(#),MCAS_7thGrade_English_P+A #,% MCAS_7thGrade_English_P+A,MCAS_7thGrade_English_A #,% MCAS_7thGrade_English_A,MCAS_7thGrade_English_P #,% MCAS_7thGrade_English_P,MCAS_7thGrade_English_NI #,% MCAS_7thGrade_English_NI,MCAS_7thGrade_English_W/F #,% MCAS_7thGrade_English_W/F,MCAS_7thGrade_English_Stud. Incl. #,MCAS_7thGrade_English_CPI,MCAS_7thGrade_English_SGP,MCAS_7thGrade_English_Incl. in SGP(#),MCAS_8thGrade_English_P+A #,% MCAS_8thGrade_English_P+A,MCAS_8thGrade_English_A #,% MCAS_8thGrade_English_A,MCAS_8thGrade_English_P #,% MCAS_8thGrade_English_P,MCAS_8thGrade_English_NI #,% MCAS_8thGrade_English_NI,MCAS_8thGrade_English_W/F #,% MCAS_8thGrade_English_W/F,MCAS_8thGrade_English_Stud. Incl. #,MCAS_8thGrade_English_CPI,MCAS_8thGrade_English_SGP,MCAS_8thGrade_English_Incl. in SGP(#),MCAS_10thGrade_English_P+A #,% MCAS_10thGrade_English_P+A,MCAS_10thGrade_English_A #,% MCAS_10thGrade_English_A,MCAS_10thGrade_English_P #,% MCAS_10thGrade_English_P,MCAS_10thGrade_English_NI #,% MCAS_10thGrade_English_NI,MCAS_10thGrade_English_W/F #,% MCAS_10thGrade_English_W/F,MCAS_10thGrade_English_Stud. Incl. #,MCAS_10thGrade_English_CPI,MCAS_10thGrade_English_SGP,MCAS_10thGrade_English_Incl. in SGP(#),Accountability and Assistance Level,Accountability and Assistance Description,School Accountability Percentile (1-99),Progress and Performance Index (PPI) - All Students,Progress and Performance Index (PPI) - High Needs Students,District_Accountability and Assistance Level,District_Accountability and Assistance Description,District_Progress and Performance Index (PPI) - All Students,District_Progress and Performance Index (PPI) - High Needs Students
00010505,Abington High,Public School,Principal,Teresa Sullivan-Cruz,201 Gliniewicz Way,,Abington,MA,2351,781-982-2160,781-982-0061,"09,10,11,12",Abington,00010000,0,0,0,0,0,0,0,0,0,0,124,109,123,92,4,452,24.0,5.3,11.0,2.4,44.0,9.7,130.0,28.8,97.0,21.5,2.2,1.5,9.1,85.8,0.2,0.2,0.9,45.6,54.4,204.0,15.8,451.0,9489496.0,74662.0,127.0,23365711.18,1939.0,12050.39,27229100.8,2051.8,13270.84,114.0,94.7,0.9,0.0,0.9,3.5,0.0,124.0,94.0,75.8,1.1,22.3,30.9,45.7,30.9,19.1,9.6,70,123,31.0,27.0,11.0,0.0,1.0,8.0,46.0,40.0,20.0,9.0,43.9,56.1,98.0,520.0,498.0,516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,83.0,73.0,58.0,31.0,25.0,14.0,11.0,7.0,6.0,125.0,94.2,52.5,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,94.0,60.0,48.0,57.0,46.0,2.0,2.0,5.0,4.0,124.0,98.8,56.0,111.0,Level 1,Meeting gap narrowing goals,42.0,76.0,75.0,Level 3,One or more schools in the district classified into Level 3,63.0,60.0
00010003,Beaver Brook Elementary School,Public School,Principal,Catherine Zinni,1 Ralph Hamlin Lane,,Abington,MA,2351,781-982-2185,781-982-2187,"01,02,03,04",Abington,00010000,0,0,125,164,148,143,0,0,0,0,0,0,0,0,0,580,61.0,10.5,42.0,7.2,77.0,13.3,215.0,37.1,135.0,23.3,1.9,1.9,6.7,88.4,0.5,0.2,0.3,50.2,49.8,325.0,24.6,643.0,9489496.0,74662.0,127.0,23365711.18,1939.0,12050.39,27229100.8,2051.8,13270.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,66.0,41.0,29.0,51.0,36.0,36.0,26.0,12.0,9.0,140.0,84.1,,,94.0,56.0,34.0,20.0,60.0,36.0,63.0,37.0,12.0,7.0,169.0,82.0,56.0,166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,57.0,14.0,10.0,67.0,48.0,52.0,37.0,8.0,6.0,141.0,84.2,,,104.0,61.0,10.0,6.0,94.0,55.0,52.0,31.0,14.0,8.0,170.0,82.9,56.0,167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Level 3,Among lowest performing 20% of subgroups,34.0,69.0,73.0,Level 3,One or more schools in the district classified into Level 3,63.0,60.0
00010002,Center Elementary School,Public School,Principal,Lora Monachino,201 Gliniewicz Way,,Abington,MA,2351,781-982-2195,781-982-0053,"PK,K",Abington,00010000,69,134,0,0,0,0,0,0,0,0,0,0,0,0,0,203,26.0,12.8,6.0,3.0,43.0,21.2,69.0,34.0,33.0,16.3,3.9,3.0,8.4,84.7,0.0,0.0,0.0,54.2,45.8,112.0,14.6,208.0,9489496.0,74662.0,127.0,23365711.18,1939.0,12050.39,27229100.8,2051.8,13270.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient data,,,,,Level 3,One or more schools in the district classified into Level 3,63.0,60.0
00010405,Frolio Middle School,Public School,Principal,Matthew MacCurtain,201 Gliniewicz Way,,Abington,MA,2351,781-982-2170,781-982-2173,"07,08",Abington,00010000,0,0,0,0,0,0,0,0,159,169,0,0,0,0,0,328,18.0,5.5,6.0,1.8,43.0,13.1,101.0,30.8,71.0,21.6,2.4,1.8,6.1,89.3,0.0,0.0,0.3,53.4,46.6,218.0,21.1,342.0,9489496.0,74662.0,127.0,23365711.18,1939.0,12050.39,27229100.8,2051.8,13270.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,46.0,29.0,17.0,47.0,28.0,60.0,36.0,30.0,18.0,166.0,73.2,47.0,160.0,89.0,57.0,36.0,23.0,53.0,34.0,48.0,31.0,20.0,13.0,157.0,80.9,54.0,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0,81.0,20.0,12.0,114.0,69.0,30.0,18.0,2.0,1.0,166.0,93.2,57.0,160.0,124.0,79.0,16.0,10.0,108.0,69.0,26.0,17.0,7.0,4.0,157.0,93.2,42.0,149.0,,,,,,,,,,,,,,,Level 2,Not meeting gap narrowing goals,40.0,63.0,64.0,Level 3,One or more schools in the district classified into Level 3,63.0,60.0
00010015,Woodsdale Elementary School,Public School,Principal,Jonathan Hawes,128 Chestnut Street,,Abington,MA,2351,781-982-2180,781-982-2184,"05,06",Abington,00010000,0,0,0,0,0,0,180,173,0,0,0,0,0,0,0,353,21.0,5.9,7.0,2.0,38.0,10.8,108.0,30.6,80.0,22.7,2.0,1.4,4.2,92.1,0.0,0.0,0.3,50.7,49.3,121.0,30.4,334.0,9489496.0,74662.0,127.0,23365711.18,1939.0,12050.39,27229100.8,2051.8,13270.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,60.0,42.0,26.0,57.0,35.0,43.0,26.0,22.0,13.0,164.0,79.4,58.0,160.0,93.0,59.0,30.0,19.0,63.0,40.0,47.0,30.0,18.0,11.0,158.0,79.7,60.0,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,67.0,35.0,21.0,75.0,45.0,39.0,24.0,16.0,10.0,165.0,84.5,49.0,161.0,123.0,78.0,30.0,19.0,93.0,59.0,27.0,17.0,8.0,5.0,158.0,90.0,54.0,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Level 2,Not meeting gap narrowing goals,52.0,65.0,67.0,Level 3,One or more schools in the district classified into Level 3,63.0,60.0
00030025,Acushnet Elementary School,Public School,Principal,Susan Beck,800 Middle Road,,Acushnet,MA,2743,508-998-0255,508-998-0259,"PK,K,01,02,03,04",Acushnet,00030000,50,84,99,102,107,96,0,0,0,0,0,0,0,0,0,538,3.0,0.6,2.0,0.4,77.0,14.3,191.0,35.5,136.0,25.3,0.7,0.2,3.3,92.8,0.2,0.0,2.8,53.2,46.8,237.0,20.1,558.0,4543438.0,64906.0,70.0,10825382.24,967.5,11189.03,15201154.44,1281.7,11860.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Level 2,Not meeting gap narrowing goals,65.0,74.0,68.0,Level 2,One or more schools in the district classified into Level 2,50.0,57.0
00030305,Albert F Ford Middle School,Public School,Principal,Michelle Silvia,708 Middle Road,,Acushnet,MA,2743,508-998-0265,508-998-7316,"05,06,07,08",Acushnet,00030000,0,0,0,0,0,0,105,121,77,114,0,0,0,0,0,417,4.0,1.0,2.0,0.5,57.0,13.7,122.0,29.3,82.0,19.7,0.7,0.2,1.0,97.4,0.0,0.0,0.7,50.8,49.2,309.0,16.9,426.0,4543438.0,64906.0,70.0,10825382.24,967.5,11189.03,15201154.44,1281.7,11860.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Level 2,Not meeting gap narrowing goals,53.0,52.0,52.0,Level 2,One or more schools in the district classified into Level 2,50.0,57.0
00050003,Agawam Early Childhood Center,Public School,Principal,Robin Fernandes,108 Perry Lane,,Agawam,MA,1001,413-821-0598,413-821-0596,PK,Agawam,00050000,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,2.0,1.3,0.0,0.0,62.0,41.1,78.0,51.7,45.0,29.8,4.6,8.6,12.6,71.5,0.0,0.0,2.6,57.6,42.4,16.0,11.9,191.0,20849537.0,64769.0,322.0,53871628.43,3976.8,13546.48,59044278.63,4110.8,14363.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient data,,,,,Level 2,One or more schools in the district classified into Level 2,54.0,56.0
00050505,Agawam High,Public School,Principal,Thomas Schnepp,760 Cooper Street,,Agawam,MA,1001,413-821-0521,413-821-0536,"09,10,11,12",Agawam,00050000,0,0,0,0,0,0,0,0,0,0,299,309,293,315,6,1222,56.0,4.6,16.0,1.3,172.0,14.1,391.0,32.0,277.0,22.7,1.2,2.2,5.8,88.8,0.0,0.1,1.9,52.0,48.0,590.0,16.8,1242.0,20849537.0,64769.0,322.0,53871628.43,3976.8,13546.48,59044278.63,4110.8,14363.21,325.0,94.2,1.8,0.0,0.3,3.7,0.0,288.0,235.0,81.6,0.0,34.5,34.0,31.5,33.2,15.7,8.5,242,452,124.0,59.0,34.0,22.0,3.0,28.0,124.0,155.0,105.0,40.0,33.6,66.4,234.0,496.0,475.0,514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.0,83.0,159.0,54.0,83.0,28.0,37.0,13.0,13.0,4.0,292.0,93.0,45.0,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.0,95.0,128.0,45.0,145.0,51.0,9.0,3.0,5.0,2.0,287.0,98.3,51.0,263.0,Level 2,Not meeting gap narrowing goals,41.0,65.0,61.0,Level 2,One or more schools in the district classified into Level 2,54.0,56.0
00050405,Agawam Junior High,Public School,Principal,Norman Robbins,1305 Springfield St,Suite 2,Feeding Hills,MA,1030,413-821-0561,413-786-4240,"07,08",Agawam,00050000,0,0,0,0,0,0,0,0,253,309,0,0,0,0,0,562,35.0,6.2,6.0,1.1,84.0,14.9,194.0,34.5,131.0,23.3,1.4,1.4,7.1,87.0,0.0,0.0,3.0,47.9,52.1,847.0,11.8,607.0,20849537.0,64769.0,322.0,53871628.43,3976.8,13546.48,59044278.63,4110.8,14363.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.0,53.0,48.0,16.0,108.0,36.0,100.0,34.0,41.0,14.0,297.0,76.7,44.0,287.0,168.0,59.0,58.0,20.0,110.0,38.0,79.0,28.0,39.0,14.0,286.0,79.1,30.0,276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.0,70.0,23.0,8.0,185.0,63.0,75.0,25.0,13.0,4.0,296.0,87.1,48.0,287.0,237.0,83.0,36.0,13.0,201.0,70.0,37.0,13.0,13.0,5.0,287.0,91.8,57.0,273.0,,,,,,,,,,,,,,,Level 2,Not meeting gap narrowing goals,30.0,54.0,54.0,Level 2,One or more schools in the district classified into Level 2,54.0,56.0
